batch_id,production_date,raw_material_supplier,pigment_type,pigment_quantity,mixing_time,mixing_speed,product_quality_score
BATCH_02252,2023-02-26,SupplierA,type_c,75.32,33.05,High,104.46
BATCH_02253,2023-12-01,SupplierA,type_c,29.53,28.45,Low,55.33
BATCH_02254,2022-01-07,SupplierA,type_c,78.43,37.57,Medium,100.51
BATCH_02255,2022-05-13,SupplierA,type_a,53.59,30.77,Medium,82.58
BATCH_02256,2024-01-17,SupplierB,type_b,59.67,26.73,Medium,85.8
BATCH_02257,2023-07-11,SupplierA,type_c,59.12,33.34,High,82.39
BATCH_02258,2024-04-05,SupplierB,type_b,61.81,30.35,High,85.2
BATCH_02259,2024-01-31,SupplierA,type_b,41.77,35.8,Medium,79.85
BATCH_02260,2022-01-31,SupplierA,type_c,3.31,29.37,High,69.34
BATCH_02261,2023-06-19,SupplierB,type_c,38.23,27.01,High,64.71
BATCH_02262,2023-03-02,SupplierB,type_b,32.24,28.65,Medium,55.99
BATCH_02263,2023-01-29,SupplierB,type_x,56.21,34.02,Medium,78.76
BATCH_02264,2023-11-03,SupplierB,type_a,54.38,29.1,High,63.08
BATCH_02265,2022-12-29,SupplierA,type_c,44.55,33.57,Low,53.56
BATCH_02266,2023-03-13,SupplierB,type_a,85.11,34.51,Medium,83.16
BATCH_02267,2023-11-01,SupplierA,type_a,37.19,35.1,High,49.06
BATCH_02268,2023-07-05,SupplierA,type_x,5.49,30.44,Medium,64.23
BATCH_02269,2024-07-15,SupplierA,type_a,52.39,24.18,High,63.14
BATCH_02270,2022-03-23,SupplierA,type_c,73.78,29.16,Medium,73.73
BATCH_02271,2022-12-22,SupplierA,type_c,55.74,27.46,Medium,53.92
BATCH_02272,2022-09-15,SupplierD,type_x,42.87,33.89,Low,89.36
BATCH_02273,2023-12-19,SupplierD,type_c,54.81,37.63,Medium,61.81
BATCH_02274,2023-08-12,SupplierA,type_a,86.78,37.77,Medium,82.39
BATCH_02275,2024-09-15,SupplierA,type_c,32.5,34.43,High,51.83
BATCH_02276,2023-06-08,SupplierA,type_a,50.62,25.33,Medium,66.83
BATCH_02277,2022-10-22,SupplierA,type_b,63.4,37.02,Low,96.54
BATCH_02278,2024-08-19,SupplierC,type_c,55.08,32.13,Medium,79.5
BATCH_02279,2022-08-12,SupplierA,type_b,45.04,25.88,Medium,66.28
BATCH_02280,2023-06-09,SupplierB,type_b,41.47,15.76,High,72.1
BATCH_02281,2022-02-15,SupplierA,type_b,44.3,28.89,High,67.68
BATCH_02282,2023-10-29,SupplierD,type_c,60.64,20.25,Medium,77.27
BATCH_02283,2022-04-23,SupplierA,type_c,59.48,25.1,Low,85.28
BATCH_02284,2022-08-21,SupplierB,type_a,91.89,27.98,Low,80.68
BATCH_02285,2022-01-17,SupplierA,type_b,19.26,29.48,Low,67.98
BATCH_02286,2022-12-26,SupplierB,type_x,85.16,24.68,High,87.91
BATCH_02287,2022-08-11,SupplierA,type_b,45.91,33.76,Low,70.51
BATCH_02288,2024-05-15,SupplierA,type_a,48.19,32.6,Medium,67.1
BATCH_02289,2023-12-01,SupplierC,type_b,67.17,22.82,Medium,74.9
BATCH_02290,2023-03-24,SupplierC,type_b,67.05,43.17,Medium,87.11
BATCH_02291,2024-05-05,SupplierB,type_a,73.13,23.93,Medium,89.76
BATCH_02292,2022-12-31,SupplierB,type_c,77.5,27.71,Medium,71.87
BATCH_02293,2023-11-06,SupplierB,type_b,49.2,31.88,High,72.15
BATCH_02294,2022-11-22,SupplierA,type_x,77.75,22.07,High,73.95
BATCH_02295,2023-04-12,SupplierA,type_c,37.42,37.27,High,79.22
BATCH_02296,2023-02-18,SupplierA,type_c,43.89,29.12,High,68.46
BATCH_02297,2023-03-31,SupplierB,type_a,150.0,25.39,Medium,127.01
BATCH_02298,2023-08-09,SupplierA,type_b,39.47,33.07,Medium,74.02
BATCH_02299,2022-08-21,SupplierA,type_a,51.2,15.5,Medium,87.18
BATCH_02300,2022-08-12,SupplierB,type_x,150.0,32.67,Medium,94.85
BATCH_02301,2024-09-20,SupplierB,type_a,63.03,36.45,Medium,79.03
BATCH_02302,2024-04-10,SupplierA,type_a,37.74,18.47,High,79.78
BATCH_02303,2023-02-16,SupplierA,type_b,36.09,27.98,High,60.49
BATCH_02304,2023-07-26,SupplierA,type_a,32.89,21.77,Medium,70.07
BATCH_02305,2022-12-01,SupplierA,type_a,51.78,30.07,Medium,75.54
BATCH_02306,2022-08-10,SupplierA,type_b,18.38,41.22,Medium,78.99
BATCH_02307,2022-02-06,SupplierB,type_a,32.19,31.15,Low,61.14
BATCH_02308,2024-09-15,SupplierB,type_a,40.82,28.91,Low,90.28
BATCH_02309,2022-10-05,SupplierB,type_b,71.11,15.88,High,69.61
BATCH_02310,2022-07-15,SupplierA,type_c,47.36,24.47,Low,75.77
BATCH_02311,2024-07-04,SupplierB,type_b,70.12,29.33,Medium,73.95
BATCH_02312,2024-05-13,SupplierA,type_b,53.75,30.47,Low,66.76
BATCH_02313,2023-04-29,SupplierB,type_b,40.51,31.72,Low,79.57
BATCH_02314,2022-08-30,SupplierB,type_b,41.34,33.84,Medium,70.35
BATCH_02315,2022-11-20,SupplierA,type_x,26.68,25.47,Medium,72.06
BATCH_02316,2024-01-01,SupplierA,type_a,98.06,30.2,Medium,66.87
BATCH_02317,2022-07-11,SupplierB,type_c,150.0,27.52,Low,110.03
BATCH_02318,2022-01-17,SupplierA,type_x,62.07,25.31,High,71.42
BATCH_02319,2023-06-08,SupplierB,type_c,23.93,25.64,Medium,48.39
BATCH_02320,2024-07-06,SupplierA,type_a,40.97,32.7,Medium,91.14
BATCH_02321,2023-02-05,SupplierB,type_a,30.49,17.18,Low,75.16
BATCH_02322,2024-06-24,SupplierA,type_c,52.55,20.72,Medium,78.04
BATCH_02323,2024-06-04,SupplierA,type_a,31.45,45.84,Medium,81.93
BATCH_02324,2023-12-06,SupplierB,type_c,36.59,26.68,Medium,73.45
BATCH_02325,2022-01-22,SupplierA,type_c,31.98,37.34,Medium,61.61
BATCH_02326,2023-04-19,SupplierA,type_c,45.2,29.68,Ultra,71.81
BATCH_02327,2022-04-30,SupplierA,type_a,51.43,33.15,Medium,68.64
BATCH_02328,2022-07-29,SupplierA,type_c,45.73,33.29,Low,68.72
BATCH_02329,2022-11-02,SupplierA,type_c,80.66,28.13,Medium,71.62
BATCH_02330,2022-09-27,SupplierA,type_c,66.22,29.1,Low,70.17
BATCH_02331,2023-12-05,SupplierC,type_a,34.34,29.78,High,79.25
BATCH_02332,2023-11-18,SupplierA,type_a,200.0,31.97,Medium,123.32
BATCH_02333,2022-10-12,SupplierB,type_b,35.99,26.56,High,65.77
BATCH_02334,2023-12-17,SupplierA,type_a,42.1,27.59,Ultra,62.35
BATCH_02335,2023-11-07,SupplierA,type_b,59.58,25.11,Medium,73.82
BATCH_02336,2024-02-02,SupplierC,type_x,63.31,35.45,Medium,62.16
BATCH_02337,2022-08-15,SupplierA,type_b,38.25,39.25,Medium,72.74
BATCH_02338,2024-08-05,SupplierD,type_c,27.9,25.47,Low,77.83
BATCH_02339,2023-01-16,SupplierA,type_a,51.75,34.99,Ultra,99.2
BATCH_02340,2023-04-05,SupplierB,type_a,58.69,28.22,Medium,66.58
BATCH_02341,2022-01-07,SupplierB,type_a,37.23,32.7,Low,80.21
BATCH_02342,2022-01-29,SupplierB,type_b,66.33,29.99,High,72.83
BATCH_02343,2024-06-25,SupplierB,type_x,62.79,21.04,Low,67.55
BATCH_02344,2022-02-02,SupplierB,type_a,36.94,30.14,Low,59.79
BATCH_02345,2023-10-08,SupplierA,type_c,72.6,33.03,Medium,83.19
BATCH_02346,2024-05-28,SupplierA,type_b,73.21,25.23,Medium,72.66
BATCH_02347,2022-03-20,SupplierC,type_x,91.35,41.61,Medium,81.34
BATCH_02348,2024-07-16,SupplierA,type_a,84.24,34.06,Medium,80.87
BATCH_02349,2024-08-04,SupplierA,type_a,31.95,34.1,Low,62.18
BATCH_02350,2023-04-04,SupplierB,type_a,68.5,27.28,Medium,72.42
BATCH_02351,2023-07-24,SupplierA,type_b,67.59,18.33,Medium,55.99
BATCH_02352,2024-09-09,SupplierD,type_a,43.03,33.52,Medium,73.78
BATCH_02353,2023-06-22,SupplierB,type_x,59.1,26.98,Low,78.41
BATCH_02354,2023-04-27,SupplierB,type_c,12.45,33.8,Low,82.95
BATCH_02355,2023-03-06,SupplierB,type_c,11.89,28.69,Ultra,67.17
BATCH_02356,2024-01-08,SupplierA,type_b,15.71,24.42,Medium,78.68
BATCH_02357,2022-10-12,SupplierA,type_a,57.79,23.94,High,77.57
BATCH_02358,2023-05-31,SupplierB,type_b,58.73,13.22,Low,90.92
BATCH_02359,2024-09-03,SupplierA,type_c,44.52,28.0,Medium,95.74
BATCH_02360,2022-04-09,SupplierB,type_c,84.42,24.66,Medium,110.63
BATCH_02361,2023-02-01,SupplierC,type_x,69.74,29.24,High,69.04
BATCH_02362,2023-05-04,SupplierA,type_c,18.03,31.02,Low,53.58
BATCH_02363,2022-02-08,SupplierA,type_a,46.56,21.4,Low,69.52
BATCH_02364,2022-09-28,SupplierD,type_a,31.21,26.17,Medium,70.65
BATCH_02365,2024-06-05,SupplierA,type_a,58.28,27.1,Low,93.35
BATCH_02366,2024-03-07,SupplierB,type_b,49.39,26.96,Medium,81.09
BATCH_02367,2022-06-06,SupplierA,type_a,32.34,30.09,High,57.67
BATCH_02368,2022-03-16,SupplierC,type_b,83.89,30.62,High,79.05
BATCH_02369,2024-06-02,SupplierB,type_c,51.15,27.88,Medium,74.92
BATCH_02370,2024-03-10,SupplierB,type_x,41.68,26.64,High,57.61
BATCH_02371,2022-05-10,SupplierB,type_c,44.94,29.9,Low,71.88
BATCH_02372,2023-11-18,SupplierA,type_x,82.37,37.21,Low,72.83
BATCH_02373,2024-08-31,SupplierA,type_a,68.23,22.72,Medium,63.96
BATCH_02374,2022-03-25,SupplierB,type_a,46.75,35.66,Low,64.56
BATCH_02375,2022-01-22,SupplierA,type_c,30.16,21.83,Low,73.16
BATCH_02376,2023-04-04,SupplierB,type_a,33.28,31.81,Medium,74.02
BATCH_02377,2023-06-23,SupplierC,type_a,200.0,35.25,Ultra,120.97
BATCH_02378,2023-12-08,SupplierB,type_b,150.0,23.38,Ultra,114.92
BATCH_02379,2024-04-28,SupplierB,type_a,65.13,31.75,Medium,80.56
BATCH_02380,2023-01-17,SupplierB,type_b,35.49,24.77,Low,72.69
BATCH_02381,2024-01-18,SupplierB,type_b,66.02,35.85,Low,80.47
BATCH_02382,2023-03-16,SupplierA,type_b,31.83,22.0,Medium,70.84
BATCH_02383,2023-08-27,SupplierA,type_c,200.0,25.54,Low,118.52
BATCH_02384,2024-09-15,SupplierA,type_b,21.01,30.66,Low,44.56
BATCH_02385,2022-01-21,SupplierB,type_a,20.41,33.56,Medium,77.48
BATCH_02386,2022-10-30,SupplierB,type_a,31.61,30.46,Medium,73.46
BATCH_02387,2024-09-02,SupplierB,type_b,49.49,32.48,Low,62.68
BATCH_02388,2024-05-18,SupplierA,type_c,30.12,27.25,High,83.31
BATCH_02389,2024-08-12,SupplierB,type_c,79.96,24.54,High,78.09
BATCH_02390,2022-03-25,SupplierA,type_c,31.35,37.32,Medium,68.33
BATCH_02391,2024-02-13,SupplierB,type_a,53.68,32.49,Low,86.34
BATCH_02392,2023-10-21,SupplierB,type_b,76.4,27.56,Ultra,85.12
BATCH_02393,2024-08-10,SupplierA,type_b,51.85,21.73,Medium,72.35
BATCH_02394,2023-03-29,SupplierA,type_b,42.72,36.12,Low,69.3
BATCH_02395,2023-01-22,SupplierB,type_b,52.94,36.32,Medium,92.79
BATCH_02396,2023-05-22,SupplierB,type_b,38.77,28.91,Medium,63.85
BATCH_02397,2022-09-14,SupplierA,type_b,29.98,26.7,Medium,82.17
BATCH_02398,2023-07-24,SupplierD,type_c,62.25,28.7,Medium,56.03
BATCH_02399,2024-06-10,SupplierB,type_a,38.34,28.95,Medium,60.5
BATCH_02400,2024-07-22,SupplierD,type_c,68.74,33.85,High,83.6
BATCH_02401,2023-06-11,SupplierA,type_a,65.93,24.31,Medium,75.77
BATCH_02402,2022-06-11,SupplierB,type_a,53.33,27.08,Low,75.25
BATCH_02403,2024-08-14,SupplierB,type_c,69.42,29.08,Low,81.24
BATCH_02404,2022-06-12,SupplierB,type_c,39.12,31.29,Medium,59.83
BATCH_02405,2024-04-11,SupplierB,type_a,65.68,34.33,Medium,68.54
BATCH_02406,2024-03-03,SupplierA,type_b,65.57,31.55,Low,81.99
BATCH_02407,2024-03-02,SupplierA,type_a,43.97,38.76,Medium,66.53
BATCH_02408,2023-06-08,SupplierA,type_b,41.41,25.04,Low,85.83
BATCH_02409,2024-02-25,SupplierA,type_c,56.58,37.31,High,75.05
BATCH_02410,2022-09-28,SupplierA,type_c,89.36,25.23,High,94.0
BATCH_02411,2023-05-07,SupplierA,type_c,45.36,28.02,Low,78.04
BATCH_02412,2022-07-27,SupplierD,type_b,40.98,31.94,Medium,66.28
BATCH_02413,2023-06-23,SupplierA,type_c,200.0,35.89,Medium,100.2
BATCH_02414,2023-08-07,SupplierB,type_b,51.36,28.03,Low,87.26
BATCH_02415,2022-03-01,SupplierB,type_x,67.32,31.96,Ultra,70.41
BATCH_02416,2023-03-06,SupplierB,type_x,79.49,28.42,Medium,79.81
BATCH_02417,2024-09-11,SupplierA,type_b,11.86,18.52,Medium,62.05
BATCH_02418,2023-10-19,SupplierB,type_b,49.25,29.81,Low,74.26
BATCH_02419,2023-08-28,SupplierB,type_a,45.4,23.79,High,83.24
BATCH_02420,2022-11-05,SupplierB,type_a,30.75,36.36,Medium,69.28
BATCH_02421,2023-06-04,SupplierB,type_c,11.63,36.39,High,62.21
BATCH_02422,2023-08-14,SupplierD,type_b,18.17,25.82,High,75.64
BATCH_02423,2022-01-27,SupplierB,type_b,52.09,13.42,Medium,81.63
BATCH_02424,2023-11-17,SupplierA,type_b,39.32,26.86,Low,64.44
BATCH_02425,2023-07-16,SupplierB,type_c,33.96,32.66,Low,58.72
BATCH_02426,2022-07-18,SupplierA,type_a,51.89,32.68,Low,70.76
BATCH_02427,2023-01-22,SupplierB,type_x,36.16,47.04,High,70.35
BATCH_02428,2022-12-15,SupplierA,type_x,75.8,28.46,Low,70.28
BATCH_02429,2024-08-17,SupplierA,type_x,37.58,30.46,Medium,72.18
BATCH_02430,2024-07-28,SupplierB,type_b,80.11,39.66,Medium,82.74
BATCH_02431,2023-11-24,SupplierB,type_a,49.4,31.43,High,49.39
BATCH_02432,2023-06-20,SupplierA,type_b,36.96,24.56,Medium,57.03
BATCH_02433,2024-04-07,SupplierB,type_b,35.51,31.71,Medium,41.8
BATCH_02434,2023-01-13,SupplierB,type_a,80.28,33.52,High,80.64
BATCH_02435,2024-06-17,SupplierA,type_c,63.92,28.29,High,89.92
BATCH_02436,2024-07-04,SupplierB,type_b,34.81,33.98,Low,51.54
BATCH_02437,2023-07-12,SupplierA,type_x,52.38,33.53,Low,62.49
BATCH_02438,2023-06-11,SupplierB,type_a,2.83,27.71,Low,59.21
BATCH_02439,2022-06-02,SupplierB,type_c,23.37,21.51,Medium,56.37
BATCH_02440,2024-01-04,SupplierA,type_c,34.99,26.08,High,59.81
BATCH_02441,2022-07-25,SupplierA,type_c,34.5,32.19,Low,75.77
BATCH_02442,2023-03-31,SupplierA,type_x,74.26,11.8,Low,77.33
BATCH_02443,2022-09-30,SupplierB,type_c,11.72,21.54,Medium,48.65
BATCH_02444,2024-06-12,SupplierB,type_x,21.44,31.79,Low,45.56
BATCH_02445,2022-08-24,SupplierB,type_b,59.05,39.65,Medium,99.8
BATCH_02446,2024-05-01,SupplierA,type_b,200.0,29.73,Low,131.28
BATCH_02447,2024-01-10,SupplierA,type_a,43.0,22.53,Medium,69.88
BATCH_02448,2023-06-05,SupplierA,type_a,91.05,31.11,Medium,88.19
BATCH_02449,2023-11-09,SupplierA,type_a,62.35,25.91,Medium,73.82
BATCH_02450,2024-08-01,SupplierB,type_a,74.46,35.27,Low,87.44
BATCH_02451,2024-08-13,SupplierB,type_a,48.98,28.86,Low,66.15
BATCH_02452,2024-04-10,SupplierB,type_a,-10.0,21.14,High,51.57
BATCH_02453,2023-12-27,SupplierA,type_a,39.36,23.17,High,76.34
BATCH_02454,2023-05-16,SupplierD,type_x,68.55,31.04,Medium,95.1
BATCH_02455,2022-04-27,SupplierB,type_a,65.45,28.5,Medium,87.05
BATCH_02456,2023-01-21,SupplierC,type_c,45.63,24.81,Low,86.03
BATCH_02457,2022-12-10,SupplierB,type_a,59.43,38.95,High,74.71
BATCH_02458,2023-08-07,SupplierA,type_x,69.25,27.74,High,74.55
BATCH_02459,2023-01-30,SupplierA,type_x,38.72,34.49,Medium,52.23
BATCH_02460,2022-03-05,SupplierB,type_c,43.13,27.68,Ultra,73.66
BATCH_02461,2023-12-18,SupplierA,type_c,58.93,33.4,Low,81.47
BATCH_02462,2023-12-22,SupplierA,type_a,14.23,30.27,Medium,61.27
BATCH_02463,2022-03-13,SupplierB,type_c,59.31,30.14,Medium,70.03
BATCH_02464,2024-02-28,SupplierB,type_x,27.5,25.87,Medium,80.68
BATCH_02465,2022-10-01,SupplierB,type_x,68.83,32.64,Low,86.97
BATCH_02466,2024-09-16,SupplierA,type_c,150.0,37.03,High,118.13
BATCH_02467,2022-11-16,SupplierA,type_b,36.06,24.83,Low,61.28
BATCH_02468,2022-12-04,SupplierB,type_x,23.01,25.84,High,59.82
BATCH_02469,2023-01-01,SupplierD,type_a,46.4,44.72,Low,85.95
BATCH_02470,2023-05-10,SupplierB,type_b,44.69,24.99,Medium,79.68
BATCH_02471,2023-08-30,SupplierC,type_a,63.21,21.11,Medium,73.27
BATCH_02472,2022-06-15,SupplierB,type_x,54.68,36.92,Low,71.41
BATCH_02473,2023-06-28,SupplierB,type_a,44.07,37.07,High,73.11
BATCH_02474,2022-01-11,SupplierA,type_a,51.81,20.57,High,85.57
BATCH_02475,2022-10-28,SupplierB,type_b,27.56,33.83,Medium,72.64
BATCH_02476,2023-12-30,SupplierB,type_c,66.58,29.02,Low,87.88
BATCH_02477,2024-03-11,SupplierB,type_c,82.36,29.25,High,89.38
BATCH_02478,2022-04-12,SupplierB,type_a,26.05,35.83,High,59.03
BATCH_02479,2023-03-01,SupplierB,type_a,18.41,28.26,High,56.73
BATCH_02480,2023-01-27,SupplierA,type_c,41.96,27.44,Medium,68.08
BATCH_02481,2024-02-18,SupplierB,type_c,150.0,28.39,Low,91.63
BATCH_02482,2022-08-02,SupplierA,type_c,24.48,28.25,High,69.25
BATCH_02483,2023-11-22,SupplierB,type_b,-10.0,31.74,High,72.13
BATCH_02484,2022-03-29,SupplierA,type_x,46.13,36.62,Medium,73.52
BATCH_02485,2023-07-07,SupplierA,type_b,41.77,32.14,Medium,83.36
BATCH_02486,2023-02-05,SupplierA,type_b,57.47,29.94,Medium,96.4
BATCH_02487,2023-08-11,SupplierB,type_b,38.74,32.73,High,62.32
BATCH_02488,2024-06-07,SupplierA,type_b,25.67,33.9,High,58.08
BATCH_02489,2022-02-15,SupplierA,type_c,49.66,32.89,High,87.19
BATCH_02490,2023-11-03,SupplierB,type_b,28.83,26.66,Medium,75.26
BATCH_02491,2023-04-08,SupplierA,type_b,60.24,32.12,Medium,76.77
BATCH_02492,2023-08-15,SupplierC,type_a,16.68,19.4,High,73.32
BATCH_02493,2022-11-06,SupplierC,type_a,6.7,37.67,Low,65.02
BATCH_02494,2022-03-27,SupplierB,type_b,17.8,37.66,Medium,53.48
BATCH_02495,2022-04-02,SupplierA,type_a,150.0,34.45,Medium,81.02
BATCH_02496,2023-10-22,SupplierB,type_a,44.26,36.23,Ultra,67.6
BATCH_02497,2023-11-04,SupplierA,type_c,52.74,29.63,Low,78.79
BATCH_02498,2023-12-15,SupplierB,type_c,38.71,26.25,Low,67.33
BATCH_02499,2024-07-24,SupplierA,type_c,33.07,23.73,Low,74.52
BATCH_02500,2024-07-16,SupplierC,type_b,78.67,35.04,Medium,85.44
BATCH_02501,2022-08-30,SupplierA,type_x,73.38,26.25,Low,65.08
BATCH_02502,2024-05-14,SupplierB,type_x,69.72,13.54,Medium,76.85
BATCH_02503,2022-01-02,SupplierB,type_c,56.18,31.12,High,80.44
BATCH_02504,2022-08-13,SupplierB,type_c,57.77,29.81,Medium,69.46
BATCH_02505,2024-03-11,SupplierA,type_b,33.9,31.32,Low,66.54
BATCH_02506,2024-01-15,SupplierD,type_c,52.89,20.96,High,79.78
BATCH_02507,2024-08-30,SupplierB,type_a,31.2,28.83,Medium,66.91
BATCH_02508,2024-07-14,SupplierB,type_a,28.93,34.12,Low,79.15
BATCH_02509,2024-07-17,SupplierA,type_b,17.65,27.84,Medium,69.13
BATCH_02510,2023-08-12,SupplierB,type_a,58.12,25.69,High,67.88
BATCH_02511,2022-04-26,SupplierA,type_c,53.27,34.77,High,71.21
BATCH_02512,2023-10-28,SupplierA,type_b,43.94,27.88,Medium,73.39
BATCH_02513,2024-07-06,SupplierA,type_b,41.32,30.92,Low,85.78
BATCH_02514,2022-04-13,SupplierB,type_c,13.4,28.95,High,59.28
BATCH_02515,2022-07-13,SupplierA,type_b,55.13,30.0,Medium,59.21
BATCH_02516,2022-06-15,SupplierA,type_a,43.69,28.38,High,77.51
BATCH_02517,2024-05-20,SupplierB,type_c,67.92,32.86,Medium,72.82
BATCH_02518,2022-03-31,SupplierB,type_c,52.92,23.89,Low,63.02
BATCH_02519,2023-11-17,SupplierA,type_b,64.12,39.43,Low,79.42
BATCH_02520,2022-05-02,SupplierB,type_c,49.86,27.94,Low,84.69
BATCH_02521,2022-05-23,SupplierA,type_a,53.63,31.08,Low,70.35
BATCH_02522,2024-09-20,SupplierA,type_a,68.62,34.54,Low,65.84
BATCH_02523,2022-04-16,SupplierA,type_a,46.15,30.16,Medium,80.66
BATCH_02524,2024-06-05,SupplierB,type_b,59.44,30.01,Medium,85.75
BATCH_02525,2023-03-04,SupplierA,type_c,41.13,18.84,Medium,65.02
BATCH_02526,2022-11-01,SupplierA,type_c,47.38,36.62,Medium,63.0
BATCH_02527,2024-05-21,SupplierA,type_b,81.87,29.16,High,74.71
BATCH_02528,2024-08-28,SupplierB,type_b,62.81,31.29,Ultra,86.75
BATCH_02529,2022-11-13,SupplierA,type_c,39.17,31.28,Low,78.43
BATCH_02530,2024-08-20,SupplierA,type_a,58.46,26.15,Medium,67.97
BATCH_02531,2023-09-27,SupplierA,type_a,24.4,28.78,Low,88.65
BATCH_02532,2024-06-20,SupplierA,type_c,45.58,26.11,Low,62.91
BATCH_02533,2022-01-09,SupplierB,type_c,30.93,36.92,Medium,79.27
BATCH_02534,2024-02-13,SupplierB,type_c,59.04,18.88,Medium,92.91
BATCH_02535,2022-03-14,SupplierA,type_b,46.22,39.09,High,74.96
BATCH_02536,2022-12-25,SupplierA,type_c,55.67,28.39,Medium,69.0
BATCH_02537,2022-08-11,SupplierA,type_a,65.48,37.49,Low,72.17
BATCH_02538,2023-02-20,SupplierA,type_a,40.8,33.54,High,69.62
BATCH_02539,2023-07-07,SupplierA,type_b,41.51,21.81,Low,83.26
BATCH_02540,2023-01-05,SupplierB,type_b,49.26,29.42,Low,62.78
BATCH_02541,2023-12-17,SupplierD,type_a,32.79,33.61,Low,51.45
BATCH_02542,2022-09-21,SupplierD,type_a,49.78,41.13,Medium,78.55
BATCH_02543,2024-04-19,SupplierB,type_a,50.83,28.3,Medium,81.07
BATCH_02544,2023-11-21,SupplierB,type_c,54.58,24.08,Medium,96.05
BATCH_02545,2024-05-09,SupplierB,type_b,58.39,31.61,High,63.69
BATCH_02546,2022-11-14,SupplierA,type_a,17.94,29.78,Medium,84.39
BATCH_02547,2022-03-25,SupplierB,type_a,24.3,32.32,High,78.91
BATCH_02548,2022-11-14,SupplierB,type_a,26.66,38.97,Medium,69.21
BATCH_02549,2022-04-21,SupplierB,type_c,51.85,31.6,Medium,73.6
BATCH_02550,2022-09-08,SupplierB,type_a,44.31,38.71,High,81.19
BATCH_02551,2023-01-18,SupplierA,type_c,4.65,38.18,Medium,55.4
BATCH_02552,2022-01-07,SupplierA,type_a,88.94,28.54,Medium,95.2
BATCH_02553,2023-04-04,SupplierC,type_a,10.22,23.88,Ultra,50.53
BATCH_02554,2022-03-25,SupplierA,type_x,50.61,31.57,Medium,59.99
BATCH_02555,2022-07-27,SupplierB,type_c,61.27,12.44,Medium,75.64
BATCH_02556,2024-06-18,SupplierC,type_a,35.6,24.39,High,45.05
BATCH_02557,2023-01-25,SupplierB,type_c,62.8,25.89,Medium,79.69
BATCH_02558,2022-11-10,SupplierB,type_b,29.84,23.75,Low,80.94
BATCH_02559,2022-01-22,SupplierA,type_c,53.42,35.84,Medium,78.85
BATCH_02560,2023-02-14,SupplierA,type_c,6.39,30.24,Medium,63.77
BATCH_02561,2024-06-13,SupplierB,type_c,73.46,33.53,Low,81.36
BATCH_02562,2023-05-30,SupplierB,type_c,50.02,32.55,Medium,79.37
BATCH_02563,2022-05-07,SupplierB,type_a,18.11,22.53,High,67.47
BATCH_02564,2024-03-19,SupplierA,type_c,62.58,34.8,Low,75.84
BATCH_02565,2023-12-01,SupplierA,type_b,82.64,27.59,Low,103.1
BATCH_02566,2024-05-23,SupplierD,type_a,31.47,29.16,High,73.37
BATCH_02567,2022-01-14,SupplierA,type_a,45.8,26.46,Medium,81.46
BATCH_02568,2024-08-28,SupplierB,type_a,39.7,37.0,Low,82.64
BATCH_02569,2024-09-04,SupplierA,type_c,34.6,29.46,High,77.06
BATCH_02570,2022-01-12,SupplierB,type_b,32.49,32.99,Medium,90.37
BATCH_02571,2022-03-28,SupplierC,type_b,37.07,27.09,Medium,72.78
BATCH_02572,2023-06-08,SupplierB,type_a,38.15,39.09,Medium,71.38
BATCH_02573,2024-06-27,SupplierA,type_b,42.87,33.86,Low,66.37
BATCH_02574,2023-06-21,SupplierB,type_x,41.42,21.87,High,69.86
BATCH_02575,2022-10-28,SupplierB,type_b,65.22,30.02,Medium,72.25
BATCH_02576,2022-08-31,SupplierA,type_c,63.44,30.58,Medium,85.8
BATCH_02577,2022-05-02,SupplierB,type_c,19.33,28.5,High,56.68
BATCH_02578,2022-05-27,SupplierB,type_c,38.13,36.92,Low,72.18
BATCH_02579,2023-07-21,SupplierB,type_b,75.01,23.91,Low,88.1
BATCH_02580,2024-01-20,SupplierB,type_x,-10.0,27.76,Low,58.5
BATCH_02581,2022-12-22,SupplierA,type_b,56.69,25.75,Low,68.05
BATCH_02582,2023-11-16,SupplierA,type_x,54.78,35.15,Medium,83.42
BATCH_02583,2024-06-22,SupplierA,type_a,44.77,24.86,Medium,72.58
BATCH_02584,2024-01-03,SupplierC,type_a,49.18,20.84,Low,46.03
BATCH_02585,2023-09-23,SupplierB,type_a,41.92,32.16,Low,62.74
BATCH_02586,2022-11-05,SupplierB,type_c,67.11,29.3,Low,94.15
BATCH_02587,2023-11-26,SupplierA,type_b,42.1,35.2,Medium,87.47
BATCH_02588,2022-10-15,SupplierA,type_a,47.74,27.12,Medium,79.58
BATCH_02589,2022-11-03,SupplierB,type_a,64.71,29.79,Medium,87.25
BATCH_02590,2024-03-22,SupplierB,type_x,43.44,22.78,Medium,65.25
BATCH_02591,2023-08-17,SupplierA,type_c,48.59,24.01,Medium,71.97
BATCH_02592,2024-08-23,SupplierB,type_b,42.84,21.13,Low,85.2
BATCH_02593,2024-07-02,SupplierA,type_c,48.21,29.31,Medium,78.72
BATCH_02594,2023-12-24,SupplierA,type_b,43.51,28.71,High,73.7
BATCH_02595,2023-10-24,SupplierB,type_b,39.28,29.1,Medium,69.92
BATCH_02596,2023-07-03,SupplierA,type_x,35.84,30.87,Medium,82.5
BATCH_02597,2022-12-18,SupplierD,type_a,46.55,18.35,Medium,85.19
